
  ID_PRODUTO PRODUTO                                                                                                                  BARRAS                                       ESTOQUE           VALOR_VENDA STATUS                         
        2844 JOGO DE ESGUICHO                                                                                                         7897801303620                                10.0000              7.000000 ATIVO                          
        3808 JOWNSON DE TORNEIRA                                                                                                      <null>                                       -2.0000              1.500000 ATIVO                          
        3696 JUNCAO DN 150- AMANCO                                                                                                    7700010036961                                 1.0000             60.000000 ATIVO                          
        3563 JUNCAO DN 40- FORTLEV                                                                                                    7700010035636                                16.0000              4.000000 ATIVO                          
        2135 JUNCAO ESGOTO SIMPLES 075MM FORTLEV                                                                                      7898543591986                                 7.0000             21.000000 ATIVO                          
        3528 JUNCAO REDUCAO ESG SN 100 PLASTILIT                                                                                      7700010035285                                 0.0000             29.000000 ATIVO                          
        2180 JUNCAO REDUCAO ESG SN 100X50 FORTLEV                                                                                     7898543592709                                 4.0000             34.000000 ATIVO                          
        3527 JUNCAO REDUCAO ESG SN 100X75 FORTLEV                                                                                     7700010035278                                 9.0000             38.000000 ATIVO                          
        3548 JUNCAO REDUCAO ESG SN 75X50 FORTLEV                                                                                      7700010035483                                31.0000              7.000000 ATIVO                          
        3145 JUNTAPISO 1,5MM CORTAG                                                                                                   7897451465556                                 8.0000              5.000000 ATIVO                          
        3150 JUNTAPISO 2MM CORTAG                                                                                                     7897451460506                                13.0000              5.000000 ATIVO                          
        3149 JUNTAPISO 3 MM CORTAG                                                                                                    7897451460513                                 1.0000              5.000000 ATIVO                          
        2371 K-OTHRINE SC TRADE 030ML BAYER(E) -  REF 87357147                                                                        7892058118058                                 3.0000             12.000000 ATIVO                          
        3184 KIT CAVALETE - POLIERG                                                                                                   7700010031843                                 3.0000             30.000000 ATIVO                          
          40 KIT CHUVEIRO FRIO KRONA                                                                                                  7897801310208                                 6.0000             10.000000 ATIVO                          
        3637 KIT P/ BANHEIRO DE VIDRO                                                                                                 7700010036374                                 1.0000            112.000000 ATIVO                          
        3234 KIT PEDREIRO - GESSEIRO                                                                                                  7897186016368                                 2.0000             35.000000 ATIVO                          
        3178 KIT SUPORT VARAO DE CORTINA 19MM - CEREJEIRA- GARRA                                                                      7899625000747                                 5.0000             10.000000 ATIVO                          
        3177 KIT SUPORT VARAO DE CORTINA 19MM - IMBUIA GARRA                                                                          7899625000754                                 6.0000             10.000000 ATIVO                          
        3176 KIT SUPORTE VARAO DE CORTINA BRANCO 19MM - GARRA                                                                         7899625000693                                 5.0000             18.000000 ATIVO                          
        3383 LAMINA COM PONTA DE WIDEA P/ SERRA CIRCULAR- THOMPSON                                                                    7898011975904                                 2.0000             55.000000 ATIVO                          
        2983 LAMINA DE SERRA 18 COLLINS                                                                                               7700010029833                                 3.0000             10.000000 ATIVO                          
        2980 LAMINA DE SERRA THOMPSON                                                                                                 7700010029802                               366.0000              6.000000 ATIVO                          
         260 LAMINA SERRA ACO BIMET UNIQ 18D STARRETT                                                                                 7891265403421                                58.0000             10.000000 ATIVO                          
        1707 LAMINA SERRA SFLEX BIMET UNIQ 12 18D STARRETT                                                                            7891265403308                                51.0000             12.000000 ATIVO                          
        3318 LAMINAS PARA ESTILETE 18MM                                                                                               7899658905583                                10.0000              1.000000 ATIVO                          
        3832 LAMPADA LED 09W - EMPALUX                                                                                                7896619427580                              1000.0000              0.000000 ATIVO                          
        2535 LAMPADA LED 09W CLA60 BIV 6500K LEDVANCE                                                                                 4058075548862                                -1.0000             10.000000 ATIVO                          
        2877 LAMPADA LED 50W NITROLUX                                                                                                 7896688200312                                 9.0000             89.000000 ATIVO                          
        4153 LAMPADA LED BULBO E27-6500K-30W - MK2400 EA                                                                              7899452019790                                32.0000             35.000000 ATIVO                          
        4154 LAMPADA LED PERA IN BR6500K - 200 15W BIVOLT HE1350                                                                      7899452018687                                20.0000             14.000000 ATIVO                          
        3618 LANTERNA MULTIFUNCIONAL                                                                                                  7700010036183                                 1.0000             55.000000 ATIVO                          
        3225 LANTERNA RECARREGAVEL - AVANT                                                                                            7898238939284                                 1.0000             32.000000 ATIVO                          
        3013 LAPIS CARPINTEIRO - THOMPSON                                                                                             7898011975898                                62.0000              2.000000 ATIVO                          
        3162 LAVATORIO - KRONA                                                                                                        7897801302623                                 3.0000             30.000000 ATIVO                          
        3265 LIMA ENXADA - K&F                                                                                                        7891645028930                                 8.0000             20.000000 ATIVO                          
        3266 LIMA PARA MOTOSERRA                                                                                                      7891645068936                                 3.0000              8.000000 ATIVO                          
        2375 LIMPA CONTATO SPRAY MP 80 300ML MUNDIAL PRIME  -  REF AE06000019                                                         7898907527774                                 2.0000             28.000000 ATIVO                          
        4276 LINHA DE MADEIRA 3 METROS                                                                                                <null>                                        2.0000             75.000000 ATIVO                          
        3824 LINHA DE MADEIRA 3,50 MT                                                                                                 7700010038248                                 <null>             87.000000 ATIVO                          
        3825 LINHA DE MADEIRA 4,00 MT                                                                                                 7700010038255                                 0.0000            100.000000 ATIVO                          
        4274 LINHA DE MADEIRA 4,5                                                                                                     <null>                                        1.0000            112.000000 ATIVO                          
        3826 LINHA DE MADEIRA 5,00 MT                                                                                                 7700010038262                                 1.0000            130.000000 ATIVO                          
        3827 LINHA DE MADEIRA 5,00 MT                                                                                                 <null>                                        2.0000              0.000000 ATIVO                          
        3829 LINHA DE MADEIRA 5,50 MT                                                                                                 7700010038293                                 1.0000            138.000000 ATIVO                          
        4277 LINHA MADEIRA 2 METROS                                                                                                   <null>                                        1.0000             50.000000 ATIVO                          
        2865 LINHA P/ PEDREIRO LISA 100 METROS                                                                                        7897937408206                                22.0000             10.000000 ATIVO                          
        2862 LINHA P/ PEDREIRO LISA 50 METROS                                                                                         7897937408169                                19.0000              6.000000 ATIVO                          
        2857 LINHA P/ PEDREIRO TRANÇADA 100 METREOS                                                                                   7897937408220                                24.0000             15.410000 ATIVO                          
        2858 LINHA P/ PEDREIRO TRANÇADA 50 METROS                                                                                     7897937408183                                27.0000             10.370000 ATIVO                          
        2692 LINHA PEDREIRO TRANCADA 100M POLIFIO UNI                                                                                 7898090991000                                 3.0000              9.920000 ATIVO                          
        2691 LINHA PEDREIRO TRANCADA 50M POLIFIO UNIF                                                                                 7898090991017                                 <null>              6.650000 ATIVO                          
        3788 LIXA AGUA 180                                                                                                            7899726208622                                -5.0000              2.000000 ATIVO                          
        3293 LIXA D´AGUA - CORTE FORTE                                                                                                897208670622                                  8.0000              2.000000 ATIVO                          
        3290 LIXA D´AGUA - TATU                                                                                                       7898088926113                                32.0000              2.000000 ATIVO                          
        3292 LIXA D´AGUA - TATU                                                                                                       7898088926137                                51.0000              2.000000 ATIVO                          
        3286 LIXA D´AGUA - VAP                                                                                                        7899726208684                                12.0000              2.000000 ATIVO                          
        3287 LIXA D´AGUA - VAP                                                                                                        7899726208677                                 5.0000              2.000000 ATIVO                          
        3288 LIXA D´AGUA - VAP                                                                                                        7899726208660                                67.0000              2.000000 ATIVO                          
        3289 LIXA D´AGUA - VAP                                                                                                        7899726208646                                41.0000              2.000000 ATIVO                          
        3291 LIXA D´AGUA - VAP                                                                                                        7899726208691                                24.0000              2.000000 ATIVO                          
        3294 LIXA FERRO - TATU 100                                                                                                    7898088924102                                -7.0000              5.000000 ATIVO                          
        3296 LIXA FERRO - TIGRE                                                                                                       7891395027016                                75.0000              5.000000 ATIVO                          
        1880 LIXA FERRO - TYROLIT                                                                                                     9003172011479                                 1.0000              5.000000 ATIVO                          
        1885 LIXA FERRO - TYROLIT                                                                                                     9003172011547                                 8.0000              5.000000 ATIVO                          
        3385 LIXA PARA MADEIRA - THOMPSON P120                                                                                        7700010033854                                 4.0000             10.000000 ATIVO                          
        3384 LIXA PARA MADEIRA - THOMPSON P80                                                                                         7700010033847                                 2.0000             10.000000 ATIVO                          
        3301 LIXA PAREDE - 3M                                                                                                         7891040027507                                 5.0000              1.500000 ATIVO                          
        3302 LIXA PAREDE - 3M                                                                                                         7891040027491                                 9.0000              1.500000 ATIVO                          
        3308 LIXA PAREDE - 3M                                                                                                         7891040028863                                36.0000              1.500000 ATIVO                          
        3309 LIXA PAREDE - 3M                                                                                                         7891040027460                                 4.0000              1.500000 ATIVO                          
        3305 LIXA PAREDE - CARBOMASSA                                                                                                 7894768000982                                38.0000              1.500000 ATIVO                          
        3306 LIXA PAREDE - CARBORUNDUM                                                                                                7894768001002                                87.0000              1.500000 ATIVO                          
        3307 LIXA PAREDE - CARNORUNDUM                                                                                                7894768001040                                 8.0000              1.500000 ATIVO                          
        3297 LIXA PAREDE - HORSE BRAND                                                                                                7700010032970                               840.0000              1.500000 ATIVO                          
        3300 LIXA PAREDE - TIGRE                                                                                                      7891395027092                                87.0000              1.500000 ATIVO                          
        3303 LIXA PAREDE - TIGRE                                                                                                      7891395027085                                36.0000              1.500000 ATIVO                          
        1801 LIXA PAREDE - TYROLIT                                                                                                    9003172001999                                 5.0000              1.500000 ATIVO                          
        3299 LIXA PAREDE - TYROLIT                                                                                                    9003172002217                                24.0000              1.500000 ATIVO                          
        4156 LIXA TATU                                                                                                                7898088926021                                 9.0000              2.000000 ATIVO                          
        3211 LIXADEIRA ORBITAL 1/4                                                                                                    885911516013                                  1.0000            180.000000 ATIVO                          
         425 LONA DE POLIETILENO                                                                                                      7898947138046                                 2.0000             43.990000 ATIVO                          
        2695 LONA PLASTICA AZUL 4X3 FOXLUX                                                                                            7898947138060                                 0.0000            116.150000 ATIVO                          
        1661 LONA PRETA LONAX 6X100 REF.150 54K                                                                                       7898319080133                                80.0000              5.000000 ATIVO                          
        3083 LUBRIFICANTE MULTIVISCOSO SL 20W50                                                                                       7897170504796                                33.0000             28.000000 ATIVO                          
        2841 LUMINARIA NITROLUX 18W 1350LM 6500K                                                                                      7898039270074                                 1.0000             38.000000 ATIVO                          
        4046 LUVA BBPN 80 35MM IRRIGA AZUL- VIQUA                                                                                     7700010040463                                 3.0000              4.000000 ATIVO                          
        4045 LUVA BBPN 80 50MM IRRIGA AZUL-                                                                                           7898010801273                                 0.0000              8.000000 ATIVO                          
        3444 LUVA C/ ROSCA DIRETA - TIGRE                                                                                             7897613320907                                 3.0000              5.000000 ATIVO                          
        3449 LUVA C/ ROSCA DIRETA 1/2- AMANCO                                                                                         7891960111515                                24.0000              2.000000 ATIVO                          
        3448 LUVA C/ ROSCA DIRETA 1/2- KRONA                                                                                          7897801302494                                28.0000              2.000000 ATIVO                          
        3445 LUVA C/ ROSCA DIRETA 3/4- KRONA                                                                                          7700010034455                                40.0000              3.000000 ATIVO                          
        3532 LUVA CORRER 75MM                                                                                                         7898543592945                                 4.0000             16.000000 ATIVO                          
        1732 LUVA CORRER P/ TUBO SOLD 25MM                                                                                            7898543592884                                 9.0000             18.000000 ATIVO                          
        3255 LUVA CORSOLD 32MM CB                                                                                                     7891960875882                                 5.0000             31.000000 ATIVO                          
        3564 LUVA DE 75 AZUL - TIGRE                                                                                                  7700010035643                                 1.0000             12.000000 ATIVO                          
        4068 LUVA DE 75 AZUL - VIQUA                                                                                                  7700010040685                                 1.0000             10.000000 ATIVO                          
        1878 LUVA DE CORRER  20MM FORTLEV                                                                                             7898543592877                               333.0000             13.000000 ATIVO                          
        2690 LUVA DE CORRER 20MM PLASTUBOS                                                                                            7700010026900                                32.0000             13.000000 ATIVO                          
        3697 LUVA DE CORRER 25MM KROMA                                                                                                7897801302197                                12.0000             20.000000 ATIVO                          
        4080 LUVA DE CORRER 25MM PLASTUBOS                                                                                            7700010040807                                 1.0000              1.000000 ATIVO                          
         292 LUVA DE CORRER ESG. 100 MM KRONA                                                                                         7700010002928                                 2.0000             45.000000 ATIVO                          
        3441 LUVA DE CORRER ESG. 40 MM FORTLEV                                                                                        7700010034417                                 1.0000             13.000000 ATIVO                          
        3427 LUVA DE CORRER ESG. 50 MM KRONA                                                                                          7897801302531                                 9.0000             15.000000 ATIVO                          
        2352 LUVA DE CORRER ESGOTO 100MM KRONA                                                                                        7897801302555                                 5.0000             23.000000 ATIVO                          
        3698 LUVA DE CORRER SOLDA 20MM                                                                                                7897801302258                                12.0000             13.000000 ATIVO                          
        3069 LUVA DE RASPA                                                                                                            7898094335442                                 3.0000             27.000000 ATIVO                          
        3068 LUVA DE SEGURANÇA 9/G                                                                                                    7898390942313                                28.0000              9.000000 ATIVO                          
        3076 LUVA DE SEGURANÇA RED GRIP 9/G                                                                                           7898390943273                                23.0000             18.000000 ATIVO                          
         511 LUVA ESGOTO 100MM  FORTLEV                                                                                               7700010005110                                 5.0000              5.000000 ATIVO                          
        1589 LUVA ESGOTO 100MM KRONA                                                                                                  7897801301800                                20.0000              8.000000 ATIVO                          
        3074 LUVA HOUSEHOLD SILK TOUCH                                                                                                7898940749188                                 3.0000              8.000000 ATIVO                          
        4036 LUVA LATAO LR AZUL 20X 1/2 - FORTLEV                                                                                     7700010040364                                11.0000              8.000000 ATIVO                          
        4035 LUVA LATAO LR AZUL 25X 1/2 - FORTLEV                                                                                     7700010040357                                41.0000             10.000000 ATIVO                          
        1572 LUVA LATEX MELFI AMARELA TAM 9 (G) - PR                                                                                  7898642790075                                 1.0000              5.000000 ATIVO                          
        4020 LUVA LR AZUL - LATAO 25X3\4 AMANCO                                                                                       7891960150514                                16.0000             10.000000 ATIVO                          
        4029 LUVA LR AZUL - LATAO 25X3\4 FORTLEV                                                                                      <null>                                        4.0000             10.000000 ATIVO                          
         866 LUVA MALHA PIGMENTADA 3 FIOS KALIPSO  -  REF 02.11.2.3                                                                   7898390941101                                 3.0000              5.000000 ATIVO                          
        3075 LUVA MULTIUSO LATEX LIGHT                                                                                                7898390942849                                 4.0000              7.000000 ATIVO                          
        4090 LUVA P/ ELETRODUTO ROSC. 1/2 PRETA -KRONA                                                                                7700010040906                                95.0000              2.000000 ATIVO                          
        3067 LUVA PRETA PIGMENTADA                                                                                                    7898207218570                                15.0000              5.000000 ATIVO                          
        2004 LUVA REDUCAO 25MM X 20MM KRONA                                                                                           7897801301985                                33.0000              2.500000 ATIVO                          
        3781 LUVA REDUCAO 32X25 KRONA                                                                                                 <null>                                        2.0000              4.000000 ATIVO                          
        3782 LUVA REDUCAO 32X25 KRONA                                                                                                 <null>                                        2.0000              4.000000 ATIVO                          
        3363 LUVA REDUCAO 40  - KRONA                                                                                                 7897801300292                                50.0000              3.000000 ATIVO                          
        3322 LUVA REDUCAO 40MMX25 FORTLEV                                                                                             <null>                                        1.0000              4.000000 ATIVO                          
        3517 LUVA REDUCAO 50MM - KRONA                                                                                                7897801301824                                26.0000              5.000000 ATIVO                          
        4051 LUVA REDUCAO BB AZUL 50X32                                                                                               7898010802744                                 2.0000             12.000000 ATIVO                          
        3371 LUVA REDUCAO DE 100 - FORTLEV                                                                                            7700010033717                                 9.0000              9.000000 ATIVO                          
        3364 LUVA REDUCAO DE 40 - FORTLEV                                                                                             7700010033649                                60.0000              3.000000 ATIVO                          
        3362 LUVA REDUCAO DE 50 - FORTLEV                                                                                             7700010033625                                 7.0000              5.000000 ATIVO                          
        2650 LUVA REDUCAO SOLD 25X20MM FORTLEV                                                                                        7898543591887                                43.0000              2.430000 ATIVO                          
        2647 LUVA REDUCAO SOLD 32X25MM FORTLEV                                                                                        7898543591894                                13.0000              5.970000 ATIVO                          
        3784 LUVA REDUCAO SOLD 32X25MM KRONA                                                                                          <null>                                        2.0000              4.000000 ATIVO                          
        3783 LUVA REDUCAO SOLD 32X25MM TIGRE                                                                                          <null>                                        2.0000              4.000000 ATIVO                          
        4088 LUVA RL C/ ROSCA ELETRODUTO 1.1/4 PRETA                                                                                  7700010040883                                20.0000              3.000000 ATIVO                          
        4089 LUVA RL C/ ROSCA ELETRODUTO 2P PRETA                                                                                     7700010040890                                 2.0000              5.000000 ATIVO                          
        4037 LUVA SD LATAO AZUL 32MM - TIGRE                                                                                          7700010040371                                 9.0000             15.000000 ATIVO                          
         842 LUVA SIMP ESG  75MM FORTLEV                                                                                              7898543590156                                26.0000              9.000000 ATIVO                          
        3505 LUVA SIMPLES ESG 100X100MM                                                                                               7898394632579                                 4.0000              9.000000 ATIVO                          
        3727 LUVA SOLD 25MM FORTLEV                                                                                                   <null>                                      131.0000              2.000000 ATIVO                          
        3725 LUVA SOLD 25MM KRONA                                                                                                     7897801300315                                41.0000              2.000000 ATIVO                          
        3745 LUVA SOLD 32 FORTLEV                                                                                                     <null>                                       37.0000              3.000000 ATIVO                          
        3744 LUVA SOLD 40 FORTLEV                                                                                                     <null>                                        4.0000              7.000000 ATIVO                          
        3742 LUVA SOLD 40 KRONA                                                                                                       7897801301862                                 6.0000              7.000000 ATIVO                          
         937 LUVA SOLD 40MM FORTLEV                                                                                                   7898543591801                                 4.0000             36.000000 ATIVO                          
        3739 LUVA SOLD 50 KROMO                                                                                                       7897801300810                                -3.0000              8.000000 ATIVO                          
        3740 LUVA SOLD 50FORTLEV                                                                                                      <null>                                       12.0000              8.000000 ATIVO                          
        4038 LUVA SOLD B LAT 25X3 - AMANCO                                                                                            7700010040388                                 8.0000             10.000000 ATIVO                          
        1218 LUVA SOLD C/ ROSCA 20X1/2 FORTLEV                                                                                        7700010012187                                -3.0000              2.000000 ATIVO                          
        1219 LUVA SOLD C/ ROSCA 25X1/2 FORTLEV                                                                                        7700010012194                                11.0000              2.500000 ATIVO                          
        3485 LUVA SOLD DE 20 - FORTLEV                                                                                                7700010034851                               130.0000              1.000000 ATIVO                          
        3483 LUVA SOLD DE 20 - KRONA                                                                                                  7897801300537                               179.0000              1.000000 ATIVO                          
        3484 LUVA SOLD DE 20 - PLASTIK                                                                                                7700010034844                                38.0000              1.000000 ATIVO                          
        3487 LUVA SOLD DE 20 - PLASTILIT                                                                                              7700010034875                                54.0000              1.000000 ATIVO                          
        3486 LUVA SOLD DE 20 - TIGRE                                                                                                  7700010034868                                 1.0000              1.000000 ATIVO                          
        4041 LUVA SOLD LR 25X 1/2 - VIQUA                                                                                             7898010801617                                 7.0000             10.000000 ATIVO                          
        3785 LUVA SOLD LR 3/4 X20                                                                                                     7700010037852                                 0.0000              4.000000 ATIVO                          
        3699 LUVA SOLD ROSCA 20X1/2                                                                                                   7897801300742                                50.0000              3.000000 ATIVO                          
        3295 LUVA SOLD.C/ROSCA 25 3/4                                                                                                 7897801300766                                35.0000              3.000000 ATIVO                          
        3070 LUVA VOLK DO BRASIL                                                                                                      7898619332977                                23.0000             12.000000 ATIVO                          
        3073 LUVRIFICANTE MULTIVISCOSO 20W50                                                                                          7897170505991                                 7.0000             28.000000 ATIVO                          
        3253 LUXCOR TINTAS - SUPERFICIAL 5KG                                                                                          7898925187226                                17.0000             10.000000 ATIVO                          
        3044 LUXEXTRA ESM. SINT. AMARELO                                                                                              7908147602558                                 6.0000              8.000000 ATIVO                          
        2876 LUZ ASTRO 3000K BIVOLT                                                                                                   7899452014245                                 1.0000             22.000000 ATIVO                          
        2875 LUZ FRANK 3000K BIVOLT                                                                                                   7899452006974                                 1.0000             22.000000 ATIVO                          
        2872 LUZ GUITARRA 3000K BIVOLT                                                                                                7899452006929                                 1.0000             22.000000 ATIVO                          
        2874 LUZ JOANINHA 3000K BIVOLT                                                                                                7899452009548                                 1.0000             22.000000 ATIVO                          
        2873 LUZ SERENA 3000K BIVOLT                                                                                                  7899452014269                                 1.0000             22.000000 ATIVO                          
        2501 LUZARTE BACIA CONVENCIONAL VILA REAL BRANCA                                                                              7899387835724                                 2.0000            259.800000 ATIVO                          
        2842 LÂMPADA LED 30W ARCOBRAS                                                                                                 606529965563                                  2.0000             18.000000 ATIVO                          
        2843 LÂMPADA LED 9W TASCHIBRA                                                                                                 7897079065589                               322.0000             10.000000 ATIVO                          
        3333 MACHADO LARGO 3,5 S/C                                                                                                    7898032492602                                 1.0000             68.000000 ATIVO                          
        3233 MANDRIL C/ ROSCA 3/8                                                                                                     7895315002664                                 3.0000             15.000000 ATIVO                          
        3228 MANDRIL COM ROSCA                                                                                                        7895315002671                                 3.0000             18.000000 ATIVO                          
        2711 MANG CONJ TRANC 7/16 CRISTAL 10M OLIPLAS  - 14.02.01                                                                     7897018210872                                11.0000             42.690000 ATIVO                          
        2712 MANG CONJ TRANC 7/16 CRISTAL 15M OLIPLAS  - 14.02.02                                                                     7897018210889                                19.0000             64.010000 ATIVO                          
        2713 MANG CONJ TRANC 7/16 CRISTAL 20M OLIPLAS  - 14.02.03                                                                     7897018210896                                19.0000             85.370000 ATIVO                          
        2710 MANG CONJ TRANC 7/16 CRISTAL 30M FAMA  - 411                                                                             7898607611551                                 5.0000            140.030000 ATIVO                          
        2620 MANG CONJ TRANC 7/16 CRISTAL 30M OLIPLAS  - 14.02.05                                                                     7897018210902                                 1.0000            117.280000 ATIVO                          
        2741 MANG P/NIVEL 5/16X1,0MM JARD VOX                                                                                         8754883719949                               160.0000             82.720000 ATIVO                          
        3708 MANG. DE ENT. D'AGUA                                                                                                     7700010037081                                17.0000              7.000000 ATIVO                          
        4201 MANGUEIRA  MEGAFLEX 15M CR                                                                                               7897203400651                                20.0000             53.000000 ATIVO                          
        4203 MANGUEIRA  MEGAFLEX 30M CR                                                                                               7897203400682                                15.0000            100.000000 ATIVO                          
        4145 MANGUEIRA 15M OLIMPIAS                                                                                                   0000007922887                                 0.0000             54.000000 ATIVO                          
        4129 MANGUEIRA 20M OLIPAS                                                                                                     0000007922895                                -1.0000             72.000000 ATIVO                          
        3704 MANGUEIRA DE SAIDA                                                                                                       7700010037043                                12.0000              8.000000 ATIVO                          
